Nucleotide.Accession	Organism.Name	Organism.Taxonomic.ID	BioSample	contig.length	Assembly.Accession	Assembly.Name
NZ_JAENDJ010000010.1	Vibrio campbellii	680	SAMN17100627	223200	GCF_046635885.1	ASM4663588v1
NZ_CP138918.1	Thalassobius sp. MITS945101	3096994	SAMN38119983	4254766	GCF_047123305.1	ASM4712330v1
NZ_JBKOTW010000001.1	Psychrobacter sp. AT9	3242893	SAMN42904466	3428510	GCF_047272965.1	ASM4727296v1
NZ_CP178857.1	Pseudomonas monachiensis	3060212	SAMN45220080	6281767	GCF_047345015.1	ASM4734501v1
NZ_JBKBEU010000002.1	Phaeobacter sp. C3_T13_0	3342641	SAMN43521540	203490	GCF_047372505.1	ASM4737250v1
NZ_CP179898.1	Pseudomonas sp. BNK-15	3376152	SAMN44451134	5668109	GCF_047456105.1	ASM4745610v1
NZ_JBLHDW010000040.1	Pseudomonas faucium	2740518	SAMN46401383	46991	GCF_047468935.1	ASM4746893v1
NZ_JBLHDX010000038.1	Pseudomonas faucium	2740518	SAMN46401382	46991	GCF_047469005.1	ASM4746900v1
NZ_CP076286.1	Vibrio alginolyticus	663	SAMN19471644	1827425	GCF_047497145.1	ASM4749714v1
NZ_JBLJCE010000019.1	Pseudomonas putida	303	SAMN46432947	86933	GCF_047528535.1	ASM4752853v1
NZ_JBLJCB010000019.1	Pseudomonas putida	303	SAMN46432955	95994	GCF_047528695.1	ASM4752869v1
NZ_JBLJCA010000020.1	Pseudomonas putida	303	SAMN46432957	86933	GCF_047528735.1	ASM4752873v1
NZ_CP180206.1	Vibrio europaeus	300876	SAMN46496839	1740625	GCF_047549585.1	EX1
NZ_JBLKRU010000016.1	Caballeronia sp. 15715	3391030	SAMN46208994	171410	GCF_047608185.1	ASM4760818v1
NZ_JBLKRV010000025.1	Caballeronia sp. 15711	3391029	SAMN46208993	123697	GCF_047608205.1	ASM4760820v1
NZ_JBLIEG010000041.1	Marinobacter psychrophilus	330734	SAMN44755941	26202	GCF_047632615.1	ASM4763261v1
NZ_JBLJBV010000028.1	Phaeovulum sp.	2934796	SAMN46430373	59875	GCF_047638075.1	ASM4763807v1
NZ_JBKORU010000020.1	Pseudomonas guariconensis	1288410	SAMN46225647	80658	GCF_047690195.1	ASM4769019v1
NZ_CP159824.1	Candidatus Pelagibacter sp. Uisw_092	3230979	SAMN42157101	1306717	GCF_047729545.1	ASM4772954v1
NZ_JBLMJN010000004.1	Phaeobacter piscinae	1580596	SAMN46342569	221377	GCF_047781605.1	ASM4778160v1
NZ_JBLMJR010000001.1	Roseovarius sp. C7	3398643	SAMN46342565	3578952	GCF_047781705.1	ASM4778170v1
NZ_CP181044.1	Halomonas sp. HK25	3394321	SAMN46289558	4385539	GCF_047795635.1	ASM4779563v1
NZ_CP181342.1	Tritonibacter mobilis	379347	SAMN46239577	875362	GCF_047943055.1	ASM4794305v1
NZ_JBFPFW010000016.1	Pseudomonas sp. LFS073	3229881	SAMN41991639	132414	GCF_047978185.1	ASM4797818v1
NZ_JBFPFU010000016.1	Pseudomonas sp. LFS097	3229883	SAMN41991641	133023	GCF_047978205.1	ASM4797820v1
NZ_JBFPFY010000012.1	Pseudomonas sp. LFS022	3229879	SAMN41991637	526004	GCF_047978325.1	ASM4797832v1
NZ_CP180351.1	Marivita sp.	2003365	SAMN41511090	4526901	GCF_048006345.1	ASM4800634v1
NZ_JAYMYB010000020.1	Phaeobacter sp. JH86b	1454819	SAMN39255822	225418	GCF_048054795.1	ASM4805479v1
NZ_JAYMYA010000001.1	Phaeobacter sp. JH85H1	1454818	SAMN39255821	227025	GCF_048054895.1	ASM4805489v1
NZ_JAYMXY010000024.1	Phaeobacter sp. JH72H1	1454816	SAMN39255819	226723	GCF_048054975.1	ASM4805497v1
NZ_JAYMXZ010000018.1	Phaeobacter sp. JH76H1	1454817	SAMN39255820	225418	GCF_048054985.1	ASM4805498v1
NZ_JAYMXW010000020.1	Phaeobacter sp. JH63H3	1454814	SAMN39255817	225418	GCF_048054995.1	ASM4805499v1
NZ_JAYMXX010000020.1	Phaeobacter sp. JH64H1	1454815	SAMN39255818	225418	GCF_048055005.1	ASM4805500v1
NZ_JAYMXV010000021.1	Phaeobacter sp. JH63H2	1454813	SAMN39255816	225418	GCF_048055055.1	ASM4805505v1
NZ_JAYMXU010000021.1	Phaeobacter sp. JH63H1	1454812	SAMN39255815	225418	GCF_048055155.1	ASM4805515v1
NZ_JAYMXQ010000017.1	Phaeobacter sp. JH57H2	1454808	SAMN39255811	226355	GCF_048055195.1	ASM4805519v1
NZ_JAYMXR010000023.1	Phaeobacter sp. JH59H1	1454809	SAMN39255812	225418	GCF_048055245.1	ASM4805524v1
NZ_JAYMXS010000019.1	Phaeobacter sp. JH60H1	1454810	SAMN39255813	225418	GCF_048055255.1	ASM4805525v1
NZ_JAYMXT010000024.1	Phaeobacter sp. JH62H1	1454811	SAMN39255814	225418	GCF_048055325.1	ASM4805532v1
NZ_JAYMXN010000021.1	Phaeobacter sp. JH41b	1454805	SAMN39255808	225418	GCF_048055415.1	ASM4805541v1
NZ_JAYMXL010000022.1	Phaeobacter sp. JH32a	1454804	SAMN39255806	225418	GCF_048055425.1	ASM4805542v1
NZ_JAYMXO010000023.1	Phaeobacter sp. JH54H1	1454806	SAMN39255809	225418	GCF_048055455.1	ASM4805545v1
NZ_JAYMXP010000018.1	Phaeobacter sp. JH57H1	1454807	SAMN39255810	226355	GCF_048055465.1	ASM4805546v1
NZ_JAYMXM010000018.1	Phaeobacter sp. JH32B	1454803	SAMN39255807	225418	GCF_048055535.1	ASM4805553v1
NZ_JAYMXK010000019.1	Phaeobacter sp. JH211A	3112508	SAMN39255805	225418	GCF_048055545.1	ASM4805554v1
NZ_JAYMXH010000013.1	Phaeobacter sp. JH209A	3112505	SAMN39255802	226880	GCF_048055655.1	ASM4805565v1
NZ_JAYMXJ010000022.1	Phaeobacter sp. JH209C	3112507	SAMN39255804	225418	GCF_048055685.1	ASM4805568v1
NZ_JAYMXI010000032.1	Phaeobacter sp. JH209B	3112506	SAMN39255803	226676	GCF_048055705.1	ASM4805570v1
NZ_JAYMXF010000017.1	Phaeobacter sp. JH204B	3112503	SAMN39255800	226985	GCF_048055755.1	ASM4805575v1
NZ_JAYMXE010000002.1	Phaeobacter sp. JH204A	3112502	SAMN39255799	227033	GCF_048055775.1	ASM4805577v1
NZ_JAYMXC010000001.1	Phaeobacter sp. JH20_43	3112500	SAMN39255797	225989	GCF_048055815.1	ASM4805581v1
NZ_JAYMXD010000014.1	Phaeobacter sp. JH203A	3112501	SAMN39255798	226984	GCF_048055855.1	ASM4805585v1
NZ_JAYMXG010000023.1	Phaeobacter sp. JH207A	3112504	SAMN39255801	225418	GCF_048055875.1	ASM4805587v1
NZ_JAYMXB010000019.1	Phaeobacter sp. JH20_42	3112499	SAMN39255796	225418	GCF_048055915.1	ASM4805591v1
NZ_JAYMXA010000002.1	Phaeobacter sp. JH20_41	3112498	SAMN39255795	227033	GCF_048055935.1	ASM4805593v1
NZ_JAYMWZ010000002.1	Phaeobacter sp. JH20_40	3112497	SAMN39255794	227033	GCF_048055955.1	ASM4805595v1
NZ_JAYMWY010000002.1	Phaeobacter sp. JH20_39	3112496	SAMN39255793	227033	GCF_048055975.1	ASM4805597v1
NZ_JAYMWX010000002.1	Phaeobacter sp. JH20_38	3112495	SAMN39255792	269632	GCF_048055995.1	ASM4805599v1
NZ_JAYMWW010000001.1	Phaeobacter sp. JH20_37	3112494	SAMN39255791	225782	GCF_048056015.1	ASM4805601v1
NZ_JAYMWV010000001.1	Phaeobacter sp. JH20_36	3112493	SAMN39255790	227018	GCF_048056035.1	ASM4805603v1
NZ_JAYMWU010000017.1	Phaeobacter sp. JH20_35	3112492	SAMN39255789	225418	GCF_048056055.1	ASM4805605v1
NZ_JAYMWS010000002.1	Phaeobacter sp. JH20_33	3112490	SAMN39255787	227033	GCF_048056075.1	ASM4805607v1
NZ_JAYMWT010000001.1	Phaeobacter sp. JH20_34	3112491	SAMN39255788	227235	GCF_048056095.1	ASM4805609v1
NZ_JAYMWR010000003.1	Phaeobacter sp. JH20_32	3112489	SAMN39255786	227033	GCF_048056115.1	ASM4805611v1
NZ_JAYMWQ010000001.1	Phaeobacter sp. JH20_31	3112488	SAMN39255785	227018	GCF_048056135.1	ASM4805613v1
NZ_JAYMWP010000017.1	Phaeobacter sp. JH20_30	3112487	SAMN39255784	225418	GCF_048056155.1	ASM4805615v1
NZ_JAYMWO010000001.1	Phaeobacter sp. JH20_29	3112486	SAMN39255783	227018	GCF_048056175.1	ASM4805617v1
NZ_JAYMWN010000002.1	Phaeobacter sp. JH20_28	3112485	SAMN39255782	227033	GCF_048056195.1	ASM4805619v1
NZ_JAYMWM010000018.1	Phaeobacter sp. JH20_27	3112484	SAMN39255781	225418	GCF_048056215.1	ASM4805621v1
NZ_JAYMWK010000001.1	Phaeobacter sp. JH20_25	3112482	SAMN39255779	225782	GCF_048056235.1	ASM4805623v1
NZ_JAYMWJ010000002.1	Phaeobacter sp. JH20_24	3112481	SAMN39255778	227033	GCF_048056255.1	ASM4805625v1
NZ_JAYMWL010000001.1	Phaeobacter sp. JH20_26	3112483	SAMN39255780	225989	GCF_048056275.1	ASM4805627v1
NZ_JAYMWI010000002.1	Phaeobacter sp. JH20_23	3112480	SAMN39255777	227033	GCF_048056295.1	ASM4805629v1
NZ_JAYMWH010000002.1	Phaeobacter sp. JH20_22	3112479	SAMN39255776	227033	GCF_048056315.1	ASM4805631v1
NZ_JAYMWF010000027.1	Phaeobacter sp. JH20_20	3112477	SAMN39255774	225418	GCF_048056335.1	ASM4805633v1
NZ_JAYMWG010000019.1	Phaeobacter sp. JH20_21	3112478	SAMN39255775	225418	GCF_048056355.1	ASM4805635v1
NZ_JAYMWB010000017.1	Phaeobacter sp. JH20_14	3112473	SAMN39255770	225418	GCF_048056375.1	ASM4805637v1
NZ_JAYMWD010000002.1	Phaeobacter sp. JH20_17	3112475	SAMN39255772	227033	GCF_048056395.1	ASM4805639v1
NZ_JAYMWE010000002.1	Phaeobacter sp. JH20_18	3112476	SAMN39255773	227033	GCF_048056415.1	ASM4805641v1
NZ_JAYMWC010000018.1	Phaeobacter sp. JH20_16	3112474	SAMN39255771	225418	GCF_048056435.1	ASM4805643v1
NZ_JAYMWA010000001.1	Phaeobacter sp. JH20_13	3112472	SAMN39255769	225989	GCF_048056455.1	ASM4805645v1
NZ_JAYMVZ010000001.1	Phaeobacter sp. JH20_12	3112471	SAMN39255768	227018	GCF_048056535.1	ASM4805653v1
NZ_JAYMVY010000002.1	Phaeobacter sp. JH20_11	3112470	SAMN39255767	227033	GCF_048056595.1	ASM4805659v1
NZ_JAYMVX010000002.1	Phaeobacter sp. JH20_10	3112469	SAMN39255766	227033	GCF_048056615.1	ASM4805661v1
NZ_JAYMVV010000001.1	Phaeobacter sp. JH20_08	3112467	SAMN39255764	227033	GCF_048056635.1	ASM4805663v1
NZ_JAYMVW010000017.1	Phaeobacter sp. JH20_09	3112468	SAMN39255765	225418	GCF_048056655.1	ASM4805665v1
NZ_JAYMVS010000001.1	Phaeobacter sp. JH20_05	3112464	SAMN39255761	227033	GCF_048056715.1	ASM4805671v1
NZ_JAYMVT010000020.1	Phaeobacter sp. JH20_06	3112465	SAMN39255762	156131	GCF_048056755.1	ASM4805675v1
NZ_JAYMVU010000001.1	Phaeobacter sp. JH20_07	3112466	SAMN39255763	227025	GCF_048056815.1	ASM4805681v1
NZ_JAYMVR010000001.1	Phaeobacter sp. JH20_04	3112463	SAMN39255760	225989	GCF_048056855.1	ASM4805685v1
NZ_JAYMVQ010000019.1	Phaeobacter sp. JH20_03	3112462	SAMN39255759	156131	GCF_048056865.1	ASM4805686v1
NZ_JAYMVP010000001.1	Phaeobacter sp. JH20_02	3112461	SAMN39255758	227025	GCF_048056915.1	ASM4805691v1
NZ_JAYMVO010000012.1	Phaeobacter sp. JH18-5	3112460	SAMN39255757	227018	GCF_048056935.1	ASM4805693v1
NZ_JAYMVN010000023.1	Phaeobacter sp. JH18-4	3112459	SAMN39255756	225418	GCF_048056975.1	ASM4805697v1
NZ_JAYMVM010000026.1	Phaeobacter sp. JH18-37	3112458	SAMN39255755	226793	GCF_048056995.1	ASM4805699v1
NZ_JAYMVL010000020.1	Phaeobacter sp. JH18-32	3112457	SAMN39255754	269322	GCF_048057015.1	ASM4805701v1
NZ_JAYMVK010000021.1	Phaeobacter sp. JH18-31	3112456	SAMN39255753	269322	GCF_048057075.1	ASM4805707v1
NZ_JAYMVH010000030.1	Phaeobacter sp. JH18-23	3112453	SAMN39255750	225418	GCF_048057135.1	ASM4805713v1
NZ_JAYMVI010000026.1	Phaeobacter sp. JH18-24	3112454	SAMN39255751	225418	GCF_048057155.1	ASM4805715v1
NZ_JAYMVJ010000029.1	Phaeobacter sp. JH18-27	3112455	SAMN39255752	225418	GCF_048057205.1	ASM4805720v1
NZ_JAYMVF010000032.1	Phaeobacter sp. JH18-21	3112451	SAMN39255748	226928	GCF_048057235.1	ASM4805723v1
NZ_JAYMVG010000026.1	Phaeobacter sp. JH18-22	3112452	SAMN39255749	225418	GCF_048057255.1	ASM4805725v1
NZ_JAYMVE010000029.1	Phaeobacter sp. JH18-18	3112450	SAMN39255747	225418	GCF_048057335.1	ASM4805733v1
NZ_JAYMVC010000027.1	Phaeobacter sp. JH18-15	3112448	SAMN39255745	225418	GCF_048057355.1	ASM4805735v1
NZ_JAYMVB010000026.1	Phaeobacter sp. JH18-14	3112447	SAMN39255744	225418	GCF_048057395.1	ASM4805739v1
NZ_JAYMVD010000025.1	Phaeobacter sp. JH18-17	3112449	SAMN39255746	225418	GCF_048057415.1	ASM4805741v1
NZ_JAYMUZ010000001.1	Phaeobacter sp. JH18-12	3112445	SAMN39255742	227235	GCF_048057495.1	ASM4805749v1
NZ_JAYMUY010000001.1	Phaeobacter sp. JH18-11	3112444	SAMN39255741	227235	GCF_048057535.1	ASM4805753v1
NZ_JAYMVA010000001.1	Phaeobacter sp. JH18-13	3112446	SAMN39255743	227235	GCF_048057555.1	ASM4805755v1
NZ_JAYMUX010000001.1	Phaeobacter sp. JH18-10	3112443	SAMN39255740	227235	GCF_048057595.1	ASM4805759v1
NZ_JAYMUW010000020.1	Phaeobacter sp. JH16H3	1454802	SAMN39255739	225418	GCF_048057615.1	ASM4805761v1
NZ_JAYMUT010000023.1	Phaeobacter sp. Ay1a-4b	3112440	SAMN39255736	269322	GCF_048057635.1	ASM4805763v1
NZ_JAYMUV010000021.1	Phaeobacter sp. E3	3112442	SAMN39255738	225418	GCF_048057675.1	ASM4805767v1
NZ_JAYMUS010000019.1	Phaeobacter sp. Ay1a-4a	3112439	SAMN39255735	225418	GCF_048057695.1	ASM4805769v1
NZ_JAYMUU010000020.1	Phaeobacter sp. Ay1a-4c	3112441	SAMN39255737	225418	GCF_048057755.1	ASM4805775v1
NZ_JAYMUR010000020.1	Phaeobacter sp. Ax4a-4b	3112438	SAMN39255734	225418	GCF_048057815.1	ASM4805781v1
NZ_JAYMUP010000027.1	Phaeobacter sp. Ax3a-5a	3112436	SAMN39255732	225418	GCF_048057835.1	ASM4805783v1
NZ_JAYMUQ010000022.1	Phaeobacter sp. Ax4a-4a	3112437	SAMN39255733	226723	GCF_048057875.1	ASM4805787v1
NZ_JAYMUL010000026.1	Phaeobacter sp. A90a-4f	3112432	SAMN39255728	226723	GCF_048057895.1	ASM4805789v1
NZ_JAYMUN010000025.1	Phaeobacter sp. A90a-4k	3112434	SAMN39255730	226723	GCF_048057915.1	ASM4805791v1
NZ_JAYMUO010000022.1	Phaeobacter sp. Ax3a-4b	3112435	SAMN39255731	225760	GCF_048057935.1	ASM4805793v1
NZ_JAYMUK010000021.1	Phaeobacter sp. A90-2a-3-b	3112431	SAMN39255727	225418	GCF_048057975.1	ASM4805797v1
NZ_JAYMUM010000027.1	Phaeobacter sp. A90a-4h	3112433	SAMN39255729	226723	GCF_048058035.1	ASM4805803v1
NZ_JAYMUI010000019.1	Phaeobacter sp. A89a-3a	3112429	SAMN39255725	227011	GCF_048058095.1	ASM4805809v1
NZ_JAYMUJ010000020.1	Phaeobacter sp. A90-2a-3-a	3112430	SAMN39255726	225418	GCF_048058115.1	ASM4805811v1
NZ_JAYMUH010000028.1	Phaeobacter sp. A86a-4a	3112428	SAMN39255724	226723	GCF_048058135.1	ASM4805813v1
NZ_JAYMUF010000028.1	Phaeobacter sp. A86a-3b	3112426	SAMN39255722	226723	GCF_048058155.1	ASM4805815v1
NZ_JAYMUG010000022.1	Phaeobacter sp. A86a-3e	3112427	SAMN39255723	225418	GCF_048058175.1	ASM4805817v1
NZ_JAYMUE010000021.1	Phaeobacter sp. A83a-4f	3112425	SAMN39255721	225418	GCF_048058275.1	ASM4805827v1
NZ_JAYMUC010000018.1	Phaeobacter sp. A49a-3a	1086639	SAMN39255719	225418	GCF_048058295.1	ASM4805829v1
NZ_JAYMUD010000022.1	Phaeobacter sp. A83a-4b	3112424	SAMN39255720	226723	GCF_048058335.1	ASM4805833v1
NZ_JAYMUA010000029.1	Phaeobacter gallaeciensis	60890	SAMN39255717	226723	GCF_048058375.1	ASM4805837v1
NZ_JAYMTZ010000025.1	Phaeobacter sp. A40a-4a	1086636	SAMN39255716	225418	GCF_048058435.1	ASM4805843v1
NZ_JAYMUB010000023.1	Phaeobacter sp. A47a-4a	1086638	SAMN39255718	226723	GCF_048058455.1	ASM4805845v1
NZ_JAYMTX010000001.1	Phaeobacter gallaeciensis	60890	SAMN39255714	269632	GCF_048058475.1	ASM4805847v1
NZ_JAYMTY010000028.1	Phaeobacter gallaeciensis	60890	SAMN39255715	226723	GCF_048058495.1	ASM4805849v1
NZ_JAYMTW010000001.1	Phaeobacter sp. A38a-4b	1086633	SAMN39255713	227235	GCF_048058575.1	ASM4805857v1
NZ_JAYMTU010000027.1	Phaeobacter gallaeciensis	60890	SAMN39255711	226755	GCF_048058675.1	ASM4805867v1
NZ_JAYMTV010000007.1	Phaeobacter sp. A36a-5a	1086632	SAMN39255712	225767	GCF_048058775.1	ASM4805877v1
NZ_JBLLNQ010000003.1	Nioella sp.	1912091	SAMN41991247	1342286	GCF_048058795.1	ASM4805879v1
NZ_JBLUOA010000001.1	Aliiroseovarius sp. YM-037	3341728	SAMN43517810	2151033	GCF_048060095.1	ASM4806009v1
NZ_JBLTSK010000004.1	Pseudomonas alloputida	1940621	SAMN45522504	151706	GCF_048065595.1	ASM4806559v1
NZ_JBLTSN010000006.1	Pseudomonas alloputida	1940621	SAMN45522501	151743	GCF_048065655.1	ASM4806565v1
NZ_JBLUPS010000008.1	Pseudomonas sp. NY11955	3400363	SAMN46859987	288808	GCF_048068035.1	ASM4806803v1
NZ_JBLUPV010000029.1	Pseudomonas sp. NY15354	3400351	SAMN46860129	68483	GCF_048068075.1	ASM4806807v1
NZ_JBLUPW010000002.1	Pseudomonas sp. NY15356	3400352	SAMN46860303	262546	GCF_048068175.1	ASM4806817v1
NZ_JBLUPY010000001.1	Pseudomonas sp. NY15372	3400356	SAMN46860738	370413	GCF_048068215.1	ASM4806821v1
NZ_CP159803.1	Candidatus Pseudothioglobus sp. Uisw_086	3230998	SAMN42157122	1765129	GCF_048085745.1	ASM4808574v1
NZ_CP159804.1	Candidatus Pseudothioglobus sp. Uisw_050_01	3230997	SAMN42157121	1772508	GCF_048085775.1	ASM4808577v1
NZ_CP159805.1	Candidatus Pseudothioglobus sp. Uisw_041	3230996	SAMN42157120	1743937	GCF_048087625.1	ASM4808762v1
NZ_CP159806.1	Candidatus Pseudothioglobus sp. Uisw_016	3230995	SAMN42157119	1746040	GCF_048087635.1	ASM4808763v1
NZ_JBLXHT010000013.1	Kiloniella sp.	1938587	SAMN46274389	109309	GCF_048259265.1	ASM4825926v1
NZ_JBLXHS010000005.1	Marinomonas gallaica	1806667	SAMN46274388	265667	GCF_048259345.1	ASM4825934v1
NZ_JBLXHQ010000011.1	Marinobacter sp.	50741	SAMN46274386	139013	GCF_048259445.1	ASM4825944v1
NZ_JBLXHX010000024.1	Celeribacter halophilus	576117	SAMN46274393	27245	GCF_048259885.1	ASM4825988v1
NZ_JBLXGT010000016.1	Celeribacter sp.	1890673	SAMN46274363	63095	GCF_048260685.1	ASM4826068v1
NZ_JBLXEL010000007.1	Leisingera sp.	1879318	SAMN46274303	221948	GCF_048263095.1	ASM4826309v1
NZ_JBLXEG010000011.1	Marinobacterium stanieri	49186	SAMN46274298	168431	GCF_048263345.1	ASM4826334v1
NZ_JBLWZV010000002.1	Amphritea sp.	1872502	SAMN46274183	401661	GCF_048266285.1	ASM4826628v1
NZ_JBLWZL010000003.1	Marinobacter sp.	50741	SAMN46274173	442256	GCF_048266465.1	ASM4826646v1
NZ_JBLWYX010000008.1	Marinobacter sp.	50741	SAMN46274159	171692	GCF_048266785.1	ASM4826678v1
NZ_JBLWXK010000015.1	Tritonibacter scottomollicae	483013	SAMN46274120	74511	GCF_048267485.1	ASM4826748v1
NZ_JBLWVM010000051.1	Tritonibacter scottomollicae	483013	SAMN46274070	16208	GCF_048268465.1	ASM4826846v1
NZ_JBLWUK010000001.1	Oceanisphaera sp.	1929979	SAMN46274042	286833	GCF_048268965.1	ASM4826896v1
NZ_JBLXIQ010000001.1	Marinobacter sp.	50741	SAMN46274412	734975	GCF_048269445.1	ASM4826944v1
NZ_JBLWTH010000008.1	Kiloniella sp.	1938587	SAMN46274013	168930	GCF_048270245.1	ASM4827024v1
NZ_JBLWED010000002.1	Vibrio harveyi	669	SAMN46984444	799313	GCF_048284855.1	ASM4828485v1
NZ_JBLWDZ010000050.1	Vibrio campbellii	680	SAMN46983020	38462	GCF_048284915.1	ASM4828491v1
NZ_JBLWDV010000151.1	Vibrio owensii	696485	SAMN46982774	7846	GCF_048284925.1	ASM4828492v1
NZ_JBLWDY010000034.1	Vibrio owensii	696485	SAMN46983018	65380	GCF_048284995.1	ASM4828499v1
NZ_JBLWDW010000045.1	Vibrio harveyi	669	SAMN46982965	47292	GCF_048285015.1	ASM4828501v1
NZ_CP184345.1	Pseudomonas alloputida	1940621	SAMN47293937	5880579	GCF_048595585.1	CBMAL1_v1
NZ_CAOC01000154.1	Vibrio nigripulchritudo SFn118	1238447	SAMEA3146333	32527	GCF_900005135.1	ASP_PRJEB560_v1
NZ_FIZX01000002.1	Grimontia celer	1796497	SAMEA3872802	1845124	GCF_900055185.1	Grimontia_sp_CECT9029_SPAdes_Prokka
NZ_FIZY01000063.1	Grimontia marina	646534	SAMEA3872803	25751	GCF_900060185.1	GmarinaCECT8713_SPAdes_Prokka
NZ_CANY01000109.1	Vibrio nigripulchritudo MADA3020	1238442	SAMEA3146275	70748	GCF_900067765.1	ASP_PRJEB555_v1
NZ_CANX01000062.1	Vibrio nigripulchritudo MADA3021	1238443	SAMEA3146301	70748	GCF_900067775.1	ASP_2417
NZ_FKJK01000005.1	Shewanella woodyi	60961	SAMEA3925393	431439	GCF_900079515.1	Shewanella sp.Alg231_23
NZ_FLLQ01000004.1	Vibrio mediterranei	689	SAMEA2343670	523683	GCF_900088415.1	VmediterraneiCECT0621_SPAdes_Prokka
NZ_FLQQ01000004.1	Vibrio splendidus	29497	SAMEA4028999	347064	GCF_900089845.1	VhemicentrotiCECT8714_SPAdes_Prokka
NZ_FLQP01000034.1	Vibrio atlanticus	693153	SAMEA4029004	89654	GCF_900089855.1	VatlanticusCECT7223_Velvet_Prokka
NZ_FMHQ01000001.1	Pseudomonas putida	303	SAMEA4383250	1091515	GCF_900095365.1	ASM90009536v1
NZ_FMJB01000015.1	Donghicola eburneus	393278	SAMEA4412807	134934	GCF_900095785.1	KARMA
NZ_FNCE01000003.1	Limimonas halophila	1082479	SAMN05216241	294547	GCF_900100655.1	IMG-taxon 2654587884 annotated assembly
NZ_FMZV01000009.1	Ruegeria marina	639004	SAMN04488239	200355	GCF_900101475.1	IMG-taxon 2617270884 annotated assembly
NZ_FNAT01000009.1	Limimaricola pyoseonensis	521013	SAMN04488567	143526	GCF_900102015.1	IMG-taxon 2636416063 annotated assembly
NZ_FMYX01000009.1	Pseudomonas guariconensis	1288410	SAMN05216185	229875	GCF_900102675.1	IMG-taxon 2663763604 annotated assembly
NZ_FMWG01000004.1	Epibacterium ulvae	1156985	SAMN04488118	376949	GCF_900102795.1	IMG-taxon 2622736501 annotated assembly
NZ_FNGH01000005.1	Franzmannia pantelleriensis	48727	SAMN05192555	273518	GCF_900102875.1	IMG-taxon 2654587879 annotated assembly
NZ_FMWI01000003.1	Pseudomonas sp. NFPP17	1566227	SAMN03159460	896558	GCF_900102935.1	IMG-taxon 2599185181 annotated assembly
NZ_FNGI01000009.1	Modicisalibacter muralis	119000	SAMN05661010	202150	GCF_900102945.1	IMG-taxon 2599185144 annotated assembly
NZ_FNJD01000025.1	Sulfitobacter litoralis	335975	SAMN04488512	55931	GCF_900103185.1	IMG-taxon 2622736527 annotated assembly
NZ_FMWW01000003.1	Pseudomonas sp. NFPP12	1566208	SAMN03159465	949127	GCF_900103205.1	IMG-taxon 2599185163 annotated assembly
NZ_FMXL01000003.1	Pseudomonas sp. NFPP15	1566205	SAMN03159464	896240	GCF_900103335.1	IMG-taxon 2599185186 annotated assembly
NZ_FNII01000006.1	Vreelandella arcis	416873	SAMN04487951	268943	GCF_900103865.1	IMG-taxon 2617270787 annotated assembly
NZ_LT629767.1	Pseudomonas umsongensis	198618	SAMN04490206	6749275	GCF_900105285.1	IMG-taxon 2639762618 annotated assembly
NZ_FNTF01000002.1	Pseudomonas frederiksbergensis	104087	SAMN04490185	6302433	GCF_900105495.1	IMG-taxon 2636416079 annotated assembly
NZ_LT629803.1	Pseudomonas vancouverensis	95300	SAMN05216558	6424905	GCF_900105825.1	IMG-taxon 2667527228 annotated assembly
NZ_FNNP01000007.1	Ruegeria halocynthiae	985054	SAMN05444358	177654	GCF_900106805.1	IMG-taxon 2693429872 annotated assembly
NZ_FNPR01000001.1	Lentibacter algarum	576131	SAMN05444486	1332071	GCF_900107355.1	IMG-taxon 2693429861 annotated assembly
NZ_FNZP01000003.1	Pseudomonas sp. NFPP18	1566226	SAMN03159324	896670	GCF_900109335.1	IMG-taxon 2599185165 annotated assembly
NZ_FOAG01000004.1	Roseovarius azorensis	1287727	SAMN05443999	304579	GCF_900109455.1	IMG-taxon 2693429884 annotated assembly
NZ_FOAQ01000003.1	Pseudomonas sp. NFPP10	1566210	SAMN03159355	949059	GCF_900109535.1	IMG-taxon 2599185162 annotated assembly
NZ_FOBC01000004.1	Halomonas daqiaonensis	650850	SAMN04488129	235763	GCF_900109725.1	IMG-taxon 2617270880 annotated assembly
NZ_FOAC01000001.1	Roseovarius nanhaiticus	573024	SAMN05216208	2111311	GCF_900109765.1	IMG-taxon 2667528179 annotated assembly
NZ_FOCO01000026.1	Pseudorhodobacter antarcticus	1077947	SAMN05216227	43722	GCF_900110135.1	IMG-taxon 2667527436 annotated assembly
NZ_FOEG01000003.1	Aquisalimonas asiatica	406100	SAMN04488052	446320	GCF_900110585.1	IMG-taxon 2617270766 annotated assembly
NZ_FOEJ01000010.1	Loktanella sp. DSM 29012	1881056	SAMN05428995	67567	GCF_900110705.1	IMG-taxon 2675903145 annotated assembly
NZ_FOEY01000002.1	Pseudomonas sp. NFPP19	1566225	SAMN03159354	949386	GCF_900110785.1	IMG-taxon 2599185182 annotated assembly
NZ_FOGB01000009.1	Amphritea atlantica	355243	SAMN03080615	199543	GCF_900111095.1	IMG-taxon 2599185211 annotated assembly
NZ_FOJR01000003.1	Pseudomonas sp. NFPP13	1566207	SAMN03159320	896613	GCF_900111855.1	IMG-taxon 2599185164 annotated assembly
