Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min
WP_065173583.1	318456	Photobacterium kishitanii	23386	24114	+	NZ_PYNJ01000015.1	GCF_003026675.1	729	243	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	3366
WP_065173582.1	318456	Photobacterium kishitanii	21683	23389	+	NZ_PYNJ01000015.1	GCF_003026675.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1663
WP_065173581.1	318456	Photobacterium kishitanii	20020	21576	+	NZ_PYNJ01000015.1	GCF_003026675.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045045071.1	318456	Photobacterium kishitanii	228778	230250	+	NZ_PYNK01000004.1	GCF_003025975.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2664
WP_045045072.1	318456	Photobacterium kishitanii	230260	231249	+	NZ_PYNK01000004.1	GCF_003025975.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1182
WP_045045075.1	318456	Photobacterium kishitanii	234811	235533	+	NZ_PYNK01000004.1	GCF_003025975.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	3369
WP_052671647.1	318456	Photobacterium kishitanii	233108	234814	+	NZ_PYNK01000004.1	GCF_003025975.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1666
WP_045045073.1	318456	Photobacterium kishitanii	231442	232998	+	NZ_PYNK01000004.1	GCF_003025975.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_036792098.1	318456	Photobacterium kishitanii	5545	7017	-	NZ_PYNL01000119.1	GCF_003025945.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2747
WP_058119716.1	318456	Photobacterium kishitanii	4546	5535	-	NZ_PYNL01000119.1	GCF_003025945.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1748
WP_036792084.1	318456	Photobacterium kishitanii	260	988	-	NZ_PYNL01000119.1	GCF_003025945.1	729	243	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2538
WP_107187617.1	318456	Photobacterium kishitanii	985	2691	-	NZ_PYNL01000119.1	GCF_003025945.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1813
WP_107187618.1	318456	Photobacterium kishitanii	2798	4354	-	NZ_PYNL01000119.1	GCF_003025945.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_006233301.1	74109	Photobacterium profundum	106064	106456	-	NZ_PYOD01000006.1	GCF_003026285.1	393	131	WP_107254510.1	OBi1_02314	69.421	121	37	0	4	124	9	129	7.88e-57	182	RidA	4200
WP_006233300.1	74109	Photobacterium profundum	104521	105969	-	NZ_PYOD01000006.1	GCF_003026285.1	1449	483	WP_075766325.1	OBi1_02319	63.312	477	175	0	9	485	2	478	0	645	aminoaldehyde dehydrogenase	2657
WP_006233299.1	74109	Photobacterium profundum	103522	104511	-	NZ_PYOD01000006.1	GCF_003026285.1	990	330	WP_107254508.1	OBi1_02318	61.35	326	126	0	1	326	1	326	3.88e-152	440	aminohydrolase	1658
WP_006233296.1	74109	Photobacterium profundum	99338	100072	-	NZ_PYOD01000006.1	GCF_003026285.1	735	245	WP_107254505.1	OBi1_02315	27.734	256	165	5	1	255	2	238	4.07e-16	86.3	dehydrogenase	2526
WP_006233297.1	74109	Photobacterium profundum	100069	101769	-	NZ_PYOD01000006.1	GCF_003026285.1	1701	567	WP_006233297.1	OBi1_02316	47.662	556	279	3	18	573	12	555	2.55e-179	529	hydroxylase	1795
WP_006233298.1	74109	Photobacterium profundum	101864	103426	-	NZ_PYOD01000006.1	GCF_003026285.1	1563	521	WP_006233298.1	OBi1_02317	49.598	498	248	1	25	522	26	520	7.19e-176	516	permease	0
WP_045031468.1	659	Photobacterium phosphoreum	37302	37691	-	NZ_PYOH01000002.1	GCF_003026275.1	390	130	WP_087821368.1	OBi1_02314	65.546	119	41	0	5	123	10	128	1.72e-51	169	RidA	2522
WP_045031466.1	659	Photobacterium phosphoreum	35784	37253	-	NZ_PYOH01000002.1	GCF_003026275.1	1470	490	WP_045031466.1	OBi1_02319	63.299	485	178	0	1	485	1	485	0	645	aminoaldehyde dehydrogenase	1004
WP_045031464.1	659	Photobacterium phosphoreum	34780	35772	-	NZ_PYOH01000002.1	GCF_003026275.1	993	331	WP_107273735.1	OBi1_02318	59.877	324	130	0	1	324	1	324	6.07e-150	434	aminohydrolase	0
WP_052672703.1	659	Photobacterium phosphoreum	30580	31320	-	NZ_PYOH01000002.1	GCF_003026275.1	741	247	WP_052672703.1	OBi1_02315	27.481	262	155	8	1	250	2	240	1.27e-13	79.3	dehydrogenase	4200
WP_045031460.1	659	Photobacterium phosphoreum	31317	33014	-	NZ_PYOH01000002.1	GCF_003026275.1	1698	566	WP_045031460.1	OBi1_02316	45.471	563	295	3	11	573	5	555	1.63e-172	511	hydroxylase	3463
WP_045031462.1	659	Photobacterium phosphoreum	33093	34649	-	NZ_PYOH01000002.1	GCF_003026275.1	1557	519	WP_045031462.1	OBi1_02317	49.038	520	258	3	6	522	3	518	4.59e-172	506	permease	1687
WP_045045071.1	318456	Photobacterium kishitanii	231797	233269	-	NZ_PYON01000002.1	GCF_003026355.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2748
WP_045045072.1	318456	Photobacterium kishitanii	230798	231787	-	NZ_PYON01000002.1	GCF_003026355.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1749
WP_045045075.1	318456	Photobacterium kishitanii	226514	227236	-	NZ_PYON01000002.1	GCF_003026355.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2535
WP_052671647.1	318456	Photobacterium kishitanii	227233	228939	-	NZ_PYON01000002.1	GCF_003026355.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1816
WP_045045073.1	318456	Photobacterium kishitanii	229049	230605	-	NZ_PYON01000002.1	GCF_003026355.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045042168.1	318456	Photobacterium kishitanii	64982	66454	+	NZ_PYOZ01000012.1	GCF_003027115.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2664
WP_045042169.1	318456	Photobacterium kishitanii	66464	67453	+	NZ_PYOZ01000012.1	GCF_003027115.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1182
WP_045042172.1	318456	Photobacterium kishitanii	71015	71737	+	NZ_PYOZ01000012.1	GCF_003027115.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	3369
WP_201774550.1	318456	Photobacterium kishitanii	69312	71018	+	NZ_PYOZ01000012.1	GCF_003027115.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1666
WP_045042170.1	318456	Photobacterium kishitanii	67646	69202	+	NZ_PYOZ01000012.1	GCF_003027115.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045042168.1	318456	Photobacterium kishitanii	147097	148569	-	NZ_PYPA01000005.1	GCF_003026975.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2748
WP_045042169.1	318456	Photobacterium kishitanii	146098	147087	-	NZ_PYPA01000005.1	GCF_003026975.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1749
WP_045042172.1	318456	Photobacterium kishitanii	141814	142536	-	NZ_PYPA01000005.1	GCF_003026975.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2535
WP_201774550.1	318456	Photobacterium kishitanii	142533	144239	-	NZ_PYPA01000005.1	GCF_003026975.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1816
WP_045042170.1	318456	Photobacterium kishitanii	144349	145905	-	NZ_PYPA01000005.1	GCF_003026975.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045042168.1	318456	Photobacterium kishitanii	225098	226570	+	NZ_PYPB01000003.1	GCF_003027035.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2664
WP_045042169.1	318456	Photobacterium kishitanii	226580	227569	+	NZ_PYPB01000003.1	GCF_003027035.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1182
WP_045042172.1	318456	Photobacterium kishitanii	231131	231853	+	NZ_PYPB01000003.1	GCF_003027035.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	3369
WP_201774550.1	318456	Photobacterium kishitanii	229428	231134	+	NZ_PYPB01000003.1	GCF_003027035.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1666
WP_045042170.1	318456	Photobacterium kishitanii	227762	229318	+	NZ_PYPB01000003.1	GCF_003027035.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_045042168.1	318456	Photobacterium kishitanii	146603	148075	-	NZ_PYPC01000002.1	GCF_003027055.1	1473	491	WP_036792098.1	OBi1_02319	63.214	473	174	0	16	488	17	489	0	618	aminoaldehyde dehydrogenase	2748
WP_045042169.1	318456	Photobacterium kishitanii	145604	146593	-	NZ_PYPC01000002.1	GCF_003027055.1	990	330	WP_036792095.1	OBi1_02318	62.382	319	120	0	6	324	7	325	4.73e-150	434	aminohydrolase	1749
WP_045042172.1	318456	Photobacterium kishitanii	141320	142042	-	NZ_PYPC01000002.1	GCF_003027055.1	723	241	WP_036792084.1	OBi1_02315	24.521	261	164	5	1	250	1	239	1.88e-15	84.3	dehydrogenase	2535
WP_201774550.1	318456	Photobacterium kishitanii	142039	143745	-	NZ_PYPC01000002.1	GCF_003027055.1	1707	569	WP_036792086.1	OBi1_02316	44.84	562	298	3	12	573	6	555	8.24e-170	504	hydroxylase	1816
WP_045042170.1	318456	Photobacterium kishitanii	143855	145411	-	NZ_PYPC01000002.1	GCF_003027055.1	1557	519	WP_036792094.1	OBi1_02317	48.56	521	262	3	4	522	2	518	2.75e-172	506	permease	0
WP_116583078.1	2233856	Pseudomonas sp. B1(2018)	67271	68713	+	NZ_PYUK01000027.1	GCF_003097365.1	1443	481	WP_007975233.1	OBi1_02319	71.975	471	132	0	17	487	9	479	0	719	aminoaldehyde dehydrogenase	1456
WP_102675029.1	196821	Pseudomonas sp. B1(2018)	68727	69713	+	NZ_PYUK01000027.1	GCF_003097365.1	987	329	WP_008061104.1	OBi1_02318	72.05	322	90	0	5	326	4	325	4.96e-175	498	aminohydrolase	0
WP_116583081.1	2233856	Pseudomonas sp. B1(2018)	73114	73836	+	NZ_PYUK01000027.1	GCF_003097365.1	723	241	WP_150814602.1	OBi1_02315	40.927	259	130	6	1	258	1	237	4.94e-55	187	dehydrogenase	4387
WP_116583080.1	2233856	Pseudomonas sp. B1(2018)	71397	73112	+	NZ_PYUK01000027.1	GCF_003097365.1	1716	572	WP_223595785.1	OBi1_02316	57.576	561	233	2	19	579	13	568	0	601	hydroxylase	2670
WP_116583079.1	2233856	Pseudomonas sp. B1(2018)	69820	71373	+	NZ_PYUK01000027.1	GCF_003097365.1	1554	518	WP_110660951.1	OBi1_02317	45.009	531	274	8	1	522	1	522	2.45e-137	417	permease	1093
WP_108449216.1	2609666	Halomonas sp. BN3-1	116193	117638	-	NZ_PYVV01000009.1	GCF_003056325.1	1446	482	WP_045993661.1	OBi1_02319	82.917	480	82	0	9	488	2	481	0	833	aminoaldehyde dehydrogenase	2839
WP_205254691.1	2609666	Halomonas sp. BN3-1	115177	116181	-	NZ_PYVV01000009.1	GCF_003056325.1	1005	335	WP_204248966.1	OBi1_02318	89.426	331	35	0	1	331	1	331	0	620	aminohydrolase	1823
WP_045993663.1	2745	Halomonas sp. BN3-1	110750	111565	-	NZ_PYVV01000009.1	GCF_003056325.1	816	272	WP_045993663.1	OBi1_02315	81.919	271	40	1	1	262	1	271	4.46e-158	449	dehydrogenase	2604
WP_240184251.1	2082393	Halomonas sp. BN3-1	111562	113352	-	NZ_PYVV01000009.1	GCF_003056325.1	1791	597	WP_240184251.1	OBi1_02316	78.644	590	125	1	1	589	1	590	0	943	hydroxylase	1792
WP_108449214.1	2609666	Halomonas sp. BN3-1	113354	114985	-	NZ_PYVV01000009.1	GCF_003056325.1	1632	544	WP_222517106.1	OBi1_02317	85.444	529	72	2	2	526	11	538	0	907	permease	0
WP_108129941.1	589035	Gemmobacter caeni	75741	77192	+	NZ_QBKP01000013.1	GCF_003054195.1	1452	484	WP_108129941.1	OBi1_02319	60.254	473	188	0	16	488	7	479	0	608	aminoaldehyde dehydrogenase	2499
WP_108129942.1	204456	Gemmobacter caeni	77189	78202	+	NZ_QBKP01000013.1	GCF_003054195.1	1014	338	WP_108129942.1	OBi1_02318	59.494	316	126	2	8	322	5	319	1.17e-133	393	aminohydrolase	1051
WP_108129944.1	589035	Gemmobacter caeni	81512	82228	+	NZ_QBKP01000013.1	GCF_003054195.1	717	239	WP_189634659.1	SPO3188	35	220	124	7	3	210	26	238	1.84e-14	80.1	dehydrogenase	3272
WP_211317737.1	589035	Gemmobacter caeni	79839	81512	+	NZ_QBKP01000013.1	GCF_003054195.1	1674	558	WP_199725301.1	OBi1_02316	42.407	540	302	5	20	554	17	552	1.2e-124	389	hydroxylase	1599
WP_108129943.1	589035	Gemmobacter caeni	78240	79787	+	NZ_QBKP01000013.1	GCF_003054195.1	1548	516	WP_189634658.1	OBi1_02317	50.699	501	241	4	22	518	15	513	1.96e-161	479	permease	0
WP_108691083.1	2170575	Pelagivirga sediminicola	272482	273930	-	NZ_QCYH01000002.1	GCF_003072125.1	1449	483	WP_108691083.1	OBi1_02319	61.653	472	181	0	17	488	7	478	0	613	aminoaldehyde dehydrogenase	4448
WP_108691082.1	2170575	Pelagivirga sediminicola	271371	272399	-	NZ_QCYH01000002.1	GCF_003072125.1	1029	343	WP_076531780.1	OBi1_02318	59.006	322	132	0	1	322	1	322	1.71e-141	413	aminohydrolase	3337
WP_108691079.1	2170575	Pelagivirga sediminicola	267396	268037	-	NZ_QCYH01000002.1	GCF_003072125.1	642	214	WP_108691079.1	SPO3188	41.778	225	104	7	1	210	1	213	6.28e-31	122	dehydrogenase	638
WP_108691080.1	2170575	Pelagivirga sediminicola	268034	269725	-	NZ_QCYH01000002.1	GCF_003072125.1	1692	564	WP_108691080.1	OBi1_02316	41.727	556	311	5	19	570	12	558	1.36e-127	396	hydroxylase	0
WP_108691081.1	2170575	Pelagivirga sediminicola	269787	271331	-	NZ_QCYH01000002.1	GCF_003072125.1	1545	515	WP_255009756.1	OBi1_02317	49.59	488	243	1	34	518	24	511	3.86e-163	483	permease	1753
WP_116475347.1	2059725	Zobellella maritima	88709	90154	+	NZ_QCZE01000004.1	GCF_003075035.1	1446	482	WP_116475347.1	OBi1_02319	65.254	472	164	0	16	487	9	480	0	634	aminoaldehyde dehydrogenase	4029
WP_116475348.1	2059725	Zobellella maritima	90170	91156	+	NZ_QCZE01000004.1	GCF_003075035.1	987	329	WP_116475348.1	OBi1_02318	64.596	322	114	0	1	322	1	322	3.64e-153	442	aminohydrolase	2568
WP_116475351.1	2059725	Zobellella maritima	94417	95130	+	NZ_QCZE01000004.1	GCF_003075035.1	714	238	WP_116475351.1	OBi1_02315	32.95	261	144	5	1	255	1	236	4.52e-22	102	dehydrogenase	1679
WP_116475350.1	2059725	Zobellella maritima	92738	94417	+	NZ_QCZE01000004.1	GCF_003075035.1	1680	560	WP_116475350.1	OBi1_02316	49.91	557	266	3	17	573	11	554	0	546	hydroxylase	0
WP_116475349.1	2059725	Zobellella maritima	91174	92724	+	NZ_QCZE01000004.1	GCF_003075035.1	1551	517	WP_116475349.1	OBi1_02317	50.794	504	242	4	18	520	16	514	2.24e-164	486	permease	1564
WP_109835712.1	1247513	Leucothrix pacifica	110714	112174	+	NZ_QGKM01000001.1	GCF_003172875.1	1461	487	WP_109835712.1	OBi1_02319	62.737	475	174	1	17	488	8	482	0	596	aminoaldehyde dehydrogenase	0
WP_109835713.1	1247513	Leucothrix pacifica	112178	113158	+	NZ_QGKM01000001.1	GCF_003172875.1	981	327	WP_022952243.1	OBi1_02318	60.883	317	124	0	6	322	3	319	6.3e-143	416	aminohydrolase	1464
WP_109835718.1	1247513	Leucothrix pacifica	116709	117365	+	NZ_QGKM01000001.1	GCF_003172875.1	657	219	WP_109835718.1	SPO3188	37.054	224	111	8	1	203	1	215	1.33e-21	98.6	dehydrogenase	5995
WP_219988581.1	1247513	Leucothrix pacifica	114901	116712	+	NZ_QGKM01000001.1	GCF_003172875.1	1812	604	WP_219988581.1	OBi1_02316	41.368	585	304	7	20	570	17	596	8.82e-133	411	hydroxylase	4187
WP_109935155.1	2202894	Pseudomonas sp. RW407	681387	681761	+	NZ_QGSL01000106.1	GCF_003176655.1	375	125	WP_109935155.1	OBi1_02314	69.355	124	38	0	1	124	1	124	2.89e-55	178	RidA	764
WP_109935150.1	2202894	Pseudomonas sp. RW407	674685	676127	+	NZ_QGSL01000106.1	GCF_003176655.1	1443	481	WP_109935150.1	OBi1_02319	73.036	471	127	0	17	487	9	479	0	710	aminoaldehyde dehydrogenase	5938
WP_109935151.1	2202894	Pseudomonas sp. RW407	676141	677127	+	NZ_QGSL01000106.1	GCF_003176655.1	987	329	WP_109935151.1	OBi1_02318	73.765	324	85	0	5	328	4	327	0	514	aminohydrolase	4482
WP_109935154.1	2202894	Pseudomonas sp. RW407	680623	681390	+	NZ_QGSL01000106.1	GCF_003176655.1	768	256	WP_109935154.1	OBi1_02315	42.803	264	124	7	1	258	1	243	4.64e-54	185	dehydrogenase	0
WP_109935153.1	2202894	Pseudomonas sp. RW407	678936	680621	+	NZ_QGSL01000106.1	GCF_003176655.1	1686	562	WP_109935153.1	OBi1_02316	56.937	555	234	2	19	573	8	557	0	604	hydroxylase	1687
WP_109935152.1	2202894	Pseudomonas sp. RW407	677359	678909	+	NZ_QGSL01000106.1	GCF_003176655.1	1551	517	WP_109935152.1	OBi1_02317	43.353	519	283	6	6	522	7	516	1.25e-131	403	permease	3264
WP_167682708.1	2211118	Parasedimentitalea denitrificans	386935	388386	-	NZ_QHLQ01000002.1	GCF_011813015.1	1452	484	WP_167682708.1	OBi1_02319	60.085	471	188	0	18	488	9	479	0	590	aminoaldehyde dehydrogenase	2672
WP_167682706.1	2211118	Parasedimentitalea denitrificans	385961	386935	-	NZ_QHLQ01000002.1	GCF_011813015.1	975	325	WP_127748019.1	OBi1_02318	60.897	312	122	0	6	317	1	312	8.87e-141	411	aminohydrolase	1698
WP_167682702.1	2211118	Parasedimentitalea denitrificans	383619	384266	-	NZ_QHLQ01000002.1	GCF_011813015.1	648	216	WP_167682702.1	SPO3188	41.667	216	119	2	1	210	1	215	1.7e-44	157	dehydrogenase	644
WP_167682704.1	2211118	Parasedimentitalea denitrificans	384263	385957	-	NZ_QHLQ01000002.1	GCF_011813015.1	1695	565	WP_167682704.1	OBi1_02316	43.447	557	303	5	20	572	12	560	1.16e-132	409	hydroxylase	0
WP_179053499.1	286	Pseudomonas hunanensis	113501	113872	-	NZ_QJRE01000119.1	GCF_013393285.1	372	124	WP_012052761.1	OBi1_02314	69.106	123	38	0	1	123	1	123	2.8e-56	181	RidA	1097
WP_003254061.1	286	Pseudomonas hunanensis	118925	120367	-	NZ_QJRE01000119.1	GCF_013393285.1	1443	481	WP_012052756.1	OBi1_02319	71.458	487	131	1	1	487	1	479	0	712	aminoaldehyde dehydrogenase	4327
WP_179053500.1	286	Pseudomonas hunanensis	117925	118911	-	NZ_QJRE01000119.1	GCF_013393285.1	987	329	WP_261943826.1	OBi1_02318	73.148	324	87	0	5	328	4	327	1.64e-179	509	aminohydrolase	3327
WP_070095505.1	286	Pseudomonas hunanensis	113900	114595	-	NZ_QJRE01000119.1	GCF_013393285.1	696	232	WP_129932146.1	OBi1_02315	34.351	262	141	4	1	262	1	231	4.16e-41	151	dehydrogenase	698
WP_014860456.1	286	Pseudomonas hunanensis	114598	116292	-	NZ_QJRE01000119.1	GCF_013393285.1	1695	565	WP_043195875.1	OBi1_02316	57.603	559	232	2	19	577	11	564	0	599	hydroxylase	0
WP_004576485.1	286	Pseudomonas hunanensis	116319	117869	-	NZ_QJRE01000119.1	GCF_013393285.1	1551	517	WP_166570185.1	OBi1_02317	46.232	491	256	5	34	522	32	516	9.68e-138	418	permease	1721
WP_097807102.1	696760	Pelagimonas varians	4094	5545	+	NZ_QKMF01000038.1	GCF_003208435.1	1452	484	WP_097807102.1	OBi1_02319	60.888	473	185	0	16	488	7	479	0	583	aminoaldehyde dehydrogenase	2490
WP_097807101.1	696760	Pelagimonas varians	5542	6552	+	NZ_QKMF01000038.1	GCF_003208435.1	1011	337	WP_188674397.1	OBi1_02318	57.099	324	137	2	8	330	5	327	6e-133	391	aminohydrolase	1042
WP_097807098.1	696760	Pelagimonas varians	9886	10611	+	NZ_QKMF01000038.1	GCF_003208435.1	726	242	WP_097807098.1	SPO3188	32.889	225	126	7	3	210	25	241	1.75e-13	77.8	dehydrogenase	3302
WP_097807099.1	696760	Pelagimonas varians	8213	9889	+	NZ_QKMF01000038.1	GCF_003208435.1	1677	559	WP_097807099.1	OBi1_02316	40.328	548	310	4	19	557	16	555	3.1e-124	387	hydroxylase	1629
WP_097807100.1	696760	Pelagimonas varians	6584	8143	+	NZ_QKMF01000038.1	GCF_003208435.1	1560	520	WP_072632333.1	OBi1_02317	48.594	498	251	3	25	518	16	512	8.43e-155	462	permease	0
WP_072632335.1	696762	Planktotalea frisia	7967	9418	-	NZ_QKZM01000083.1	GCF_003254185.1	1452	484	WP_097807102.1	OBi1_02319	60.888	473	185	0	16	488	7	479	0	583	aminoaldehyde dehydrogenase	2599
WP_072632334.1	696762	Planktotalea frisia	6960	7970	-	NZ_QKZM01000083.1	GCF_003254185.1	1011	337	WP_188674397.1	OBi1_02318	57.099	324	137	2	8	330	5	327	6e-133	391	aminohydrolase	1592
WP_084649777.1	696762	Planktotalea frisia	2901	3626	-	NZ_QKZM01000083.1	GCF_003254185.1	726	242	WP_084649777.1	SPO3188	36.53	219	126	5	3	210	25	241	3.41e-21	98.2	dehydrogenase	2467
WP_084649778.1	696762	Planktotalea frisia	3623	5299	-	NZ_QKZM01000083.1	GCF_003254185.1	1677	559	WP_245989675.1	OBi1_02316	42.805	549	307	5	12	556	9	554	9.85e-131	404	hydroxylase	1745
WP_072632333.1	696762	Planktotalea frisia	5368	6927	-	NZ_QKZM01000083.1	GCF_003254185.1	1560	520	WP_072632333.1	OBi1_02317	48.594	498	251	3	25	518	16	512	8.43e-155	462	permease	0
WP_113258206.1	2249812	Roseovarius sp. TE539	75877	77328	-	NZ_QNGB01000014.1	GCF_003298505.1	1452	484	WP_113258206.1	OBi1_02319	59.958	472	189	0	17	488	8	479	0	585	aminoaldehyde dehydrogenase	2897
WP_113258205.1	2249812	Roseovarius sp. TE539	74897	75880	-	NZ_QNGB01000014.1	GCF_003298505.1	984	328	WP_113258205.1	OBi1_02318	58.567	321	133	0	8	328	5	325	4.37e-136	399	aminohydrolase	1917
WP_113258203.1	2249812	Roseovarius sp. TE539	72333	72983	-	NZ_QNGB01000014.1	GCF_003298505.1	651	217	WP_113258203.1	SPO3188	44.907	216	113	3	1	210	1	216	6.3e-41	148	dehydrogenase	647
WP_113258204.1	2249812	Roseovarius sp. TE539	72980	74662	-	NZ_QNGB01000014.1	GCF_003298505.1	1683	561	WP_113258204.1	OBi1_02316	41.711	561	314	5	20	576	8	559	3.14e-126	392	hydroxylase	0
WP_113911814.1	2250573	Roseovarius dicentrarchi	4774	6225	+	NZ_QNQP01000007.1	GCF_003316635.1	1452	484	WP_113911814.1	OBi1_02319	62.128	470	178	0	17	486	8	477	0	616	aminoaldehyde dehydrogenase	2607
WP_113911815.1	2250573	Roseovarius dicentrarchi	6311	7384	+	NZ_QNQP01000007.1	GCF_003316635.1	1074	358	WP_113911815.1	OBi1_02318	59.938	322	129	0	1	322	1	322	6.2e-143	417	aminohydrolase	1070
WP_113911817.1	2250573	Roseovarius dicentrarchi	10676	11317	+	NZ_QNQP01000007.1	GCF_003316635.1	642	214	WP_113911817.1	SPO3188	41.518	224	106	7	1	210	1	213	1.75e-32	126	dehydrogenase	3295
WP_238987445.1	2250573	Roseovarius dicentrarchi	8988	10679	+	NZ_QNQP01000007.1	GCF_003316635.1	1692	564	WP_238987445.1	OBi1_02316	42.729	557	304	6	19	570	12	558	7.3e-131	405	hydroxylase	1607
WP_113911816.1	2250573	Roseovarius dicentrarchi	7381	8925	+	NZ_QNQP01000007.1	GCF_003316635.1	1545	515	WP_255009756.1	OBi1_02317	49.59	488	243	1	34	518	24	511	3.86e-163	483	permease	0
WP_113790017.1	2267229	Ruegeria sp. A3M17	160173	161618	-	NZ_QOCF01000014.1	GCF_003318255.1	1446	482	WP_217356369.1	OBi1_02319	61.996	471	179	0	18	488	11	481	0	607	aminoaldehyde dehydrogenase	2659
WP_113789720.1	2267229	Ruegeria sp. A3M17	159196	160173	-	NZ_QOCF01000014.1	GCF_003318255.1	978	326	WP_170469017.1	OBi1_02318	62.776	317	116	2	6	321	1	316	4.4e-147	427	aminohydrolase	1682
WP_113789718.1	2267229	Ruegeria sp. A3M17	156888	157517	-	NZ_QOCF01000014.1	GCF_003318255.1	630	210	WP_058275407.1	SPO3188	53.81	210	96	1	1	210	1	209	3.96e-57	189	dehydrogenase	626
