Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min	superkingdom	phylum	class	order	family	genus	species
WP_016788197.1	662	Vibrio cyclitrophicus	36868	38328	+	NZ_MDAP01000006.1	GCF_002875465.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102277652.1	662	Vibrio cyclitrophicus	38539	39534	+	NZ_MDAP01000006.1	GCF_002875465.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_016786459.1	662	Vibrio cyclitrophicus	39763	41370	+	NZ_MDAP01000006.1	GCF_002875465.1	1608	536	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1224	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102393758.1	2614977	Vibrio sp. 10N.222.54.F10	32785	34245	+	NZ_MDAQ01000119.1	GCF_002876675.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1667	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017060833.1	662	Vibrio sp. 10N.222.54.F10	34452	35447	+	NZ_MDAQ01000119.1	GCF_002876675.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017066850.1	662	Vibrio sp. 10N.222.54.F10	35678	37285	+	NZ_MDAQ01000119.1	GCF_002876675.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102393758.1	2614977	Vibrio sp. 10N.222.54.B6	32278	33738	+	NZ_MDAR01000105.1	GCF_002875485.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1667	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017060833.1	662	Vibrio sp. 10N.222.54.B6	33945	34940	+	NZ_MDAR01000105.1	GCF_002875485.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017066850.1	662	Vibrio sp. 10N.222.54.B6	35171	36778	+	NZ_MDAR01000105.1	GCF_002875485.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio splendidus	11607	13067	+	NZ_MDAS01000047.1	GCF_002876645.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	13301	14296	+	NZ_MDAS01000047.1	GCF_002876645.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017080145.1	662	Vibrio splendidus	14528	16123	+	NZ_MDAS01000047.1	GCF_002876645.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_039975211.1	662	Vibrio sp. 10N.222.52.B12	3101	4093	+	NZ_MDAW01000098.1	GCF_002875385.1	993	331	WP_005595776.1	OBi1_02318	61.42	324	125	0	1	324	1	324	5.52e-153	442	aminohydrolase	1100	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_038866531.1	662	Vibrio sp. 10N.222.52.B12	7656	8387	+	NZ_MDAW01000098.1	GCF_002875385.1	732	244	WP_237303034.1	OBi1_02315	29.297	256	164	7	1	255	1	240	2.33e-12	75.9	dehydrogenase	3455	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_038866535.1	662	Vibrio sp. 10N.222.52.B12	4201	5805	+	NZ_MDAW01000098.1	GCF_002875385.1	1605	535	WP_045186583.1	OBi1_02317	50.096	521	254	3	2	522	20	534	6.49e-174	511	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio splendidus	52914	54374	+	NZ_MDAX01000020.1	GCF_002876565.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102453596.1	29497	Vibrio splendidus	54608	55603	+	NZ_MDAX01000020.1	GCF_002876565.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_102453597.1	29497	Vibrio splendidus	55835	57430	+	NZ_MDAX01000020.1	GCF_002876565.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_029405889.1	662	Vibrio splendidus	130236	131696	-	NZ_MDAY01000002.1	GCF_002875395.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1229	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	129007	130002	-	NZ_MDAY01000002.1	GCF_002875395.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017089921.1	662	Vibrio splendidus	127181	128776	-	NZ_MDAY01000002.1	GCF_002875395.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1826	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio splendidus	43337	44797	+	NZ_MDAZ01000016.1	GCF_002875345.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1718	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	45055	46050	+	NZ_MDAZ01000016.1	GCF_002875345.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	46282	47877	+	NZ_MDAZ01000016.1	GCF_002875345.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio splendidus	32837	34297	-	NZ_MDBE01000015.1	GCF_002875305.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1229	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	31608	32603	-	NZ_MDBE01000015.1	GCF_002875305.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102487916.1	29497	Vibrio splendidus	29781	31376	-	NZ_MDBE01000015.1	GCF_002875305.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_004730413.1	662	Vibrio tasmaniensis	88318	89778	-	NZ_MDBG01000080.1	GCF_002876485.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1206	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029225297.1	212663	Vibrio tasmaniensis	87112	88107	-	NZ_MDBG01000080.1	GCF_002876485.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tasmaniensis
WP_017099348.1	212663	Vibrio tasmaniensis	85273	86880	-	NZ_MDBG01000080.1	GCF_002876485.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1839	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio tasmaniensis
WP_029405889.1	662	Vibrio splendidus	11606	13066	+	NZ_MDBK01000083.1	GCF_002875225.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	13300	14295	+	NZ_MDBK01000083.1	GCF_002875225.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	14527	16122	+	NZ_MDBK01000083.1	GCF_002875225.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730413.1	662	Vibrio tasmaniensis	168473	169933	+	NZ_MDBP01000032.1	GCF_002875145.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102257618.1	662	Vibrio tasmaniensis	170144	171139	+	NZ_MDBP01000032.1	GCF_002875145.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_017098973.1	662	Vibrio tasmaniensis	171371	172978	+	NZ_MDBP01000032.1	GCF_002875145.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_201261232.1	47951	Vibrio cyclitrophicus	181227	182687	-	NZ_MDBQ01000017.1	GCF_002875125.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1206	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016766778.1	47951	Vibrio cyclitrophicus	180021	181016	-	NZ_MDBQ01000017.1	GCF_002875125.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_154723859.1	47951	Vibrio cyclitrophicus	178185	179792	-	NZ_MDBQ01000017.1	GCF_002875125.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1836	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_029405889.1	662	Vibrio splendidus	7778	9238	-	NZ_MDBR01000149.1	GCF_002875085.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1229	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	6549	7544	-	NZ_MDBR01000149.1	GCF_002875085.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	4722	6317	-	NZ_MDBR01000149.1	GCF_002875085.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_201261232.1	47951	Vibrio cyclitrophicus	120219	121679	+	NZ_MDBS01000029.1	GCF_002876525.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1671	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016766778.1	47951	Vibrio cyclitrophicus	121890	122885	+	NZ_MDBS01000029.1	GCF_002876525.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_154723859.1	47951	Vibrio cyclitrophicus	123114	124721	+	NZ_MDBS01000029.1	GCF_002876525.1	1608	536	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1224	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_029405889.1	662	Vibrio splendidus	7793	9253	-	NZ_MDBT01000028.1	GCF_002876465.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1229	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	6564	7559	-	NZ_MDBT01000028.1	GCF_002876465.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	4737	6332	-	NZ_MDBT01000028.1	GCF_002876465.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1827	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio splendidus	11605	13065	+	NZ_MDBU01000167.1	GCF_002875095.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	13299	14294	+	NZ_MDBU01000167.1	GCF_002875095.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	14526	16121	+	NZ_MDBU01000167.1	GCF_002875095.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio splendidus	55214	56674	+	NZ_MDBV01000115.1	GCF_002875045.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1717	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_102548962.1	29497	Vibrio splendidus	56931	57926	+	NZ_MDBV01000115.1	GCF_002875045.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_102548963.1	29497	Vibrio splendidus	58157	59752	+	NZ_MDBV01000115.1	GCF_002875045.1	1596	532	WP_137359412.1	OBi1_02317	50.511	489	239	1	34	522	58	543	8.41e-169	499	permease	1226	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
WP_029405889.1	662	Vibrio splendidus	11606	13066	+	NZ_MDBW01000157.1	GCF_002875065.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	13300	14295	+	NZ_MDBW01000157.1	GCF_002875065.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	14527	16122	+	NZ_MDBW01000157.1	GCF_002875065.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_016793644.1	47951	Vibrio cyclitrophicus	543920	545380	-	NZ_MDBX01000046.1	GCF_002875015.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	3042	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016766778.1	47951	Vibrio cyclitrophicus	542714	543709	-	NZ_MDBX01000046.1	GCF_002875015.1	996	332	WP_261839876.1	OBi1_02318	61.801	322	123	0	1	322	1	322	6.1e-154	444	aminohydrolase	1836	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus
WP_016786459.1	662	Vibrio cyclitrophicus	540878	542485	-	NZ_MDBX01000046.1	GCF_002875015.1	1608	536	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_029405889.1	662	Vibrio splendidus	11605	13065	+	NZ_MDBY01000069.1	GCF_002875005.1	1461	487	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1694	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730415.1	662	Vibrio splendidus	13299	14294	+	NZ_MDBY01000069.1	GCF_002875005.1	996	332	WP_146490165.1	OBi1_02318	62.733	322	120	0	1	322	1	322	2.76e-153	443	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_004730416.1	662	Vibrio splendidus	14526	16121	+	NZ_MDBY01000069.1	GCF_002875005.1	1596	532	WP_261839877.1	OBi1_02317	49.143	525	258	4	3	522	10	530	1.62e-178	523	permease	1227	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
WP_069446486.1	45658	Vibrio scophthalmi	1406837	1408327	+	NZ_MDCJ01000002.1	GCF_001723385.1	1491	497	WP_005595778.1	OBi1_02319	64	475	171	0	11	485	18	492	0	635	aminoaldehyde dehydrogenase	2723	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
WP_069446489.1	45658	Vibrio scophthalmi	1413062	1413793	+	NZ_MDCJ01000002.1	GCF_001723385.1	732	244	WP_009386134.1	OBi1_02315	28.794	257	164	6	1	255	1	240	5.8e-13	77.4	dehydrogenase	3502	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
WP_069446488.1	45658	Vibrio scophthalmi	1411299	1413065	+	NZ_MDCJ01000002.1	GCF_001723385.1	1767	589	WP_005595772.1	OBi1_02316	45.907	562	296	3	12	573	6	559	4.25e-165	493	hydroxylase	1739	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
WP_069446487.1	45658	Vibrio scophthalmi	1409560	1411155	+	NZ_MDCJ01000002.1	GCF_001723385.1	1596	532	WP_040986358.1	OBi1_02317	50.102	489	241	1	34	522	51	536	1.04e-167	496	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi
WP_116397889.1	1848289	Mesorhizobium sp. LCM 4576	1	706	-	NZ_MDDT01000012.1	GCF_001854815.1	706	235.333333333333	WP_116397889.1	OBi1_02319	60.699	229	90	0	17	245	7	235	4.61e-88	279	aminoaldehyde dehydrogenase	2731	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. LCM 4576
WP_071034273.1	1848289	Mesorhizobium sp. LCM 4576	37236	38231	-	NZ_MDDT01000033.1	GCF_001854815.1	996	332	WP_036258869.1	OBi1_02318	52.581	310	141	1	8	317	12	315	1.76e-109	332	aminohydrolase	4466	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. LCM 4576
WP_071071501.1	1848288	Mesorhizobium sp. LCM 4577	120481	121476	+	NZ_MDDU01000008.1	GCF_001854795.1	996	332	WP_036258869.1	OBi1_02318	52.581	310	141	1	8	317	12	315	1.76e-109	332	aminohydrolase	5126	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. LCM 4577
WP_071031029.1	325217	Mesorhizobium sp. LCM 4577	114780	115358	-	NZ_MDDU01000008.1	GCF_001854795.1	579	193	WP_164772327.1	SPO3188	28.638	213	127	3	1	210	2	192	4.34e-07	59.3	dehydrogenase	575	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	NA
WP_116390044.1	325217	Mesorhizobium sp. LCM 4577	115355	117010	-	NZ_MDDU01000008.1	GCF_001854795.1	1656	552	WP_116390044.1	OBi1_02316	42.301	539	305	3	19	554	6	541	8.7e-130	401	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	NA
WP_071472085.1	1414654	Oceanisphaera psychrotolerans	230685	231059	+	NZ_MDKE01000011.1	GCF_001870485.1	375	125	WP_106454525.1	OBi1_02314	64.754	122	43	0	1	122	1	122	4.02e-50	165	RidA	2722	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
WP_071472082.1	1414654	Oceanisphaera psychrotolerans	226507	227949	+	NZ_MDKE01000011.1	GCF_001870485.1	1443	481	WP_138986028.1	OBi1_02319	70.613	473	138	1	17	488	9	481	0	698	aminoaldehyde dehydrogenase	1456	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
WP_071472083.1	1414654	Oceanisphaera psychrotolerans	227963	228973	+	NZ_MDKE01000011.1	GCF_001870485.1	1011	337	WP_071472083.1	OBi1_02318	76.22	328	78	0	1	328	5	332	0	532	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
WP_071472084.1	1414654	Oceanisphaera psychrotolerans	229030	230592	+	NZ_MDKE01000011.1	GCF_001870485.1	1563	521	WP_107850725.1	OBi1_02317	55.23	478	211	1	45	522	46	520	0	531	permease	1067	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera psychrotolerans
WP_057464574.1	258255	Pseudovibrio brasiliensis	194266	194649	+	NZ_MIEL01000026.1	GCF_001941685.1	384	128	WP_014283992.1	OBi1_02314	31.579	114	74	4	11	120	12	125	2.7e-05	51.2	RidA	4409	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	NA
WP_075699646.1	1898042	Pseudovibrio brasiliensis	197224	198675	+	NZ_MIEL01000026.1	GCF_001941685.1	1452	484	WP_014283989.1	OBi1_02319	59.873	471	189	0	18	488	9	479	0	602	aminoaldehyde dehydrogenase	1451	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	Pseudovibrio brasiliensis
WP_075699648.1	1898042	Pseudovibrio brasiliensis	198675	199706	+	NZ_MIEL01000026.1	GCF_001941685.1	1032	344	WP_014283988.1	OBi1_02318	60.063	318	125	2	8	324	3	319	9.3e-141	412	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	Pseudovibrio brasiliensis
WP_075699654.1	1898042	Pseudovibrio brasiliensis	203060	203713	+	NZ_MIEL01000026.1	GCF_001941685.1	654	218	WP_075699654.1	SPO3188	46.33	218	108	5	1	210	1	217	2.25e-45	159	dehydrogenase	4385	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	Pseudovibrio brasiliensis
