dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
1447,670,GCA_023836775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836795.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836815.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023836915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023837015.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023837035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023837055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023872865.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_023872885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_023872905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034435.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034615.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034815.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034875.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034915.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034935.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034955.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034975.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024034995.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035015.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035035.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035055.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035075.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035095.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035125.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035155.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035385.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035415.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035495.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035515.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035535.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035575.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035595.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035635.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035655.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035695.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035715.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035755.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035775.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035795.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035815.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035975.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024035995.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036015.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036135.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036155.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036535.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036555.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036635.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036655.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036675.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036695.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036735.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036755.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036775.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036795.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036815.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036835.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036855.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036895.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036915.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036935.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036955.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036975.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024036995.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037015.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037135.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037155.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037615.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037655.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037695.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037755.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037795.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037815.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037975.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024037995.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038015.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038095.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038135.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038155.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038175.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038195.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038215.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038235.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038255.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038275.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038295.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038315.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038575.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038615.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038655.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038685.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038755.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038775.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038795.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038815.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038895.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038915.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038975.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024038995.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039015.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039035.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039055.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039095.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039115.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039135.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039155.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039175.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039195.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039215.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039235.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039275.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039415.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039435.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039535.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039555.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039565.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039635.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039655.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039675.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039695.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039755.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039785.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039805.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039825.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039845.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039885.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039905.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039925.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039945.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039965.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024039985.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040005.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040025.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040045.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040065.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040085.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040105.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040125.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040145.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040165.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040185.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040205.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040225.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040245.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040265.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040285.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040305.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040325.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040345.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040375.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040415.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040495.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040515.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040535.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040555.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040575.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040595.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040615.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040635.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040655.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040675.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040695.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040715.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040735.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040835.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040855.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040875.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040895.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040915.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040935.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040955.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040975.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024040995.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041015.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041035.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041055.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041075.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041095.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041115.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041135.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041155.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041175.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041195.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041215.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041235.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041255.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041265.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041295.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041315.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041335.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041355.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041375.1,Environment,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041395.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041415.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041435.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041455.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041475.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041495.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041515.1,patient,China: Shenzhen,,,,,,NA,
1447,670,GCA_024041535.1,Environment,China: Shenzhen,,,,,,NA,
