Assembly,Nucleotide Accesion,homA_location,homB_location,homC_location,homD_location,homE_location,gene_arrangement,Kingdom,Phylum,Class,Order,Family,Genus,Species,Biosample ID,Bioproject Accession,Geographic Location,Isolation Source,Isolation Source Standardized,Environmental Source Standardized,Latitude,Longitude,Notes
GCF_044902865.1,NZ_JAOXMB010000002.1,87904-88599,88602-90296,91929-92915,92929-94371,87505-87876,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. M3,SAMN31300206,PRJNA808800,Brazil: Sertaozinho,soil,environmental,soil,NA,NA,NA
GCF_025847205.2,NZ_JAOYTH010000006.1,319383-320009,317692-319386,316700-317695,315244-316695,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pararhizobium,Pararhizobium sp. YC-54,SAMN31210272,PRJNA887891,China:Yan'an,NA,unknown,NA,NA,NA,NA
GCF_026013545.1,NZ_JAPDOG010000015.1,59889-60572,60569-62248,63912-64898,64895-66346,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Defluviimonas,Defluviimonas salinarum,SAMN31498047,PRJNA895229,South Korea,mud,environmental,other,36.5,127.75,lat lon derived from geographic location name
GCF_028823765.1,NZ_JAPEIC010000002.1,13219-13950,13947-15683,17496-18485,18555-20015,20089-20487,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. VA3,SAMN29790135,PRJNA854744,China: Shan Wei,shrimp pool,non-environmental,other,NA,NA,NA
GCF_026241005.1,NZ_JAPFCF010000001.1,299643-300338,297946-299640,295327-296313,293871-295313,300366-300737,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_BG,SAMN31605111,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_026241035.1,NZ_JAPFCH010000007.1,171229-171924,169532-171226,166913-167899,165457-166899,171952-172323,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_BZ,SAMN31605109,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_026241055.1,NZ_JAPFCI010000003.1,171229-171924,169532-171226,166913-167899,165457-166899,171952-172323,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_CB,SAMN31605108,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_026241065.1,NZ_JAPFCJ010000027.1,61184-61879,59487-61181,56868-57854,55412-56854,61907-62278,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_E,SAMN31605107,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_026586645.1,NZ_JAPFCK010000001.1,282222-282917,280525-282219,277906-278892,276450-277892,282946-283317,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_PUT,SAMN31605106,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_026586725.1,NZ_JAPFCL010000025.1,20972-21667,21670-23364,24997-25983,25997-27439,20573-20944,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. DCB_Q,SAMN31605105,PRJNA898300,USA: New York,sediment,environmental,sediment,43.00027778,-75.49972222,lat lon derived from geographic location name
GCF_028446565.1,NZ_JAPFIM010000018.1,854187-854918,854915-856651,858454-859449,859533-860993,861052-861450,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656041,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446645.1,NZ_JAPFIN010000019.1,854194-854925,854922-856658,858461-859456,859540-861000,861059-861457,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656040,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446605.1,NZ_JAPFIO010000022.1,854194-854925,854922-856658,858461-859456,859540-861000,861059-861457,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656039,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446665.1,NZ_JAPFIP010000024.1,694703-695434,695431-697167,698970-699965,700049-701509,701568-701966,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656038,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446685.1,NZ_JAPFIQ010000017.1,904293-905024,902560-904296,899762-900757,898218-899678,897761-898159,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656037,PRJNA899440,Spain: Ribadeo; Galicia,eggs,unknown,NA,NA,NA,NA
GCF_028446705.1,NZ_JAPFIR010000011.1,846846-847577,847574-849310,851113-852108,852192-853652,853711-854109,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656036,PRJNA899440,Spain: Ribadeo; Galicia,broodstock,unknown,NA,NA,NA,NA
GCF_028446725.1,NZ_JAPFIS010000014.1,846846-847577,847574-849310,851113-852108,852192-853652,853711-854109,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656035,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446745.1,NZ_JAPFIT010000010.1,846859-847590,847587-849323,851126-852121,852205-853665,853724-854122,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656034,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446765.1,NZ_JAPFIU010000014.1,846846-847577,847574-849310,851113-852108,852192-853652,853711-854109,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656033,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446755.1,NZ_JAPFIV010000022.1,846128-846859,846856-848592,850395-851390,851474-852934,852993-853391,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656032,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446805.1,NZ_JAPFIW010000014.1,904293-905024,902560-904296,899762-900757,898218-899678,897761-898159,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656031,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446825.1,NZ_JAPFIX010000012.1,846846-847577,847574-849310,851113-852108,852192-853652,853711-854109,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656030,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446865.1,NZ_JAPFIY010000013.1,904277-905008,902544-904280,899746-900741,898202-899662,897745-898143,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656029,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446885.1,NZ_JAPFIZ010000014.1,846128-846859,846856-848592,850395-851390,851474-852934,852993-853391,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656028,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446845.1,NZ_JAPFJA010000012.1,846846-847577,847574-849310,851113-852108,852192-853652,853711-854109,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656027,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446925.1,NZ_JAPFJB010000015.1,904293-905024,902560-904296,899762-900757,898218-899678,897761-898159,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656026,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446905.1,NZ_JAPFJC010000010.1,252582-253313,250849-252585,248051-249046,246507-247967,246050-246448,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656025,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028446945.1,NZ_JAPFJD010000011.1,904277-905008,902544-904280,899746-900741,898202-899662,897745-898143,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656024,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446965.1,NZ_JAPFJE010000018.1,846128-846859,846856-848592,850395-851390,851474-852934,852993-853391,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656023,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028446985.1,NZ_JAPFJF010000015.1,846128-846859,846856-848592,850395-851390,851474-852934,852993-853391,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656022,PRJNA899440,Spain: Barizo; Galicia,spat (early spat 1000 m),non-environmental,other,NA,NA,NA
GCF_028447005.1,NZ_JAPFJG010000004.1,184005-184736,184733-186469,188272-189267,189351-190811,190870-191268,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656021,PRJNA899440,Spain: Barizo; Galicia,spat (early spat 1000 m),non-environmental,other,NA,NA,NA
GCF_028447025.1,NZ_JAPFJH010000020.1,686902-687633,687630-689366,691169-692164,692248-693708,693767-694165,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656020,PRJNA899440,France,unknown,unknown,NA,46,2,lat lon derived from geographic location name
GCF_028447045.1,NZ_JAPFJI010000027.1,259900-260631,258167-259903,255369-256364,253825-255285,253368-253766,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656019,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447085.1,NZ_JAPFJJ010000009.1,829923-830654,828190-829926,825398-826393,823854-825314,823397-823795,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656018,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447095.1,NZ_JAPFJK010000020.1,730588-731319,728855-730591,726057-727052,724513-725973,724056-724454,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656017,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447065.1,NZ_JAPFJL010000018.1,224878-225609,225606-227342,229145-230140,230224-231684,231743-232141,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656016,PRJNA899440,France,unknown,unknown,NA,46,2,lat lon derived from geographic location name
GCF_028447135.1,NZ_JAPFJM010000019.1,1092975-1093706,1091242-1092978,1088444-1089439,1086900-1088360,1086443-1086841,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656015,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447125.1,NZ_JAPFJN010000026.1,1092975-1093706,1091242-1092978,1088444-1089439,1086900-1088360,1086443-1086841,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656014,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447165.1,NZ_JAPFJO010000023.1,108925-109656,109653-111389,113192-114187,114271-115731,115790-116188,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656013,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447185.1,NZ_JAPFJP010000028.1,243374-244105,244102-245838,247635-248630,248714-250174,250233-250631,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656012,PRJNA899440,France: La Tremblade; Nouvelle-Aquitaine,spat,unknown,NA,NA,NA,NA
GCF_028447205.1,NZ_JAPFJQ010000004.1,463777-464508,464505-466241,468038-469033,469117-470577,470636-471034,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656011,PRJNA899440,France: Cotentin; Normandy,spat,unknown,NA,NA,NA,NA
GCF_028447235.1,NZ_JAPFJR010000019.1,317967-318698,318695-320431,322234-323229,323313-324773,324832-325230,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656010,PRJNA899440,Spain: Ribadeo; Galicia,larvae in seawater tank,environmental,marine,NA,NA,NA
GCF_028447225.1,NZ_JAPFJS010000012.1,854181-854912,854909-856645,858448-859443,859527-860987,861046-861444,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656009,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_028447245.1,NZ_JAPFJT010000014.1,216882-217613,217610-219346,221149-222144,222228-223688,223747-224145,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio europaeus,SAMN31656008,PRJNA899440,Spain: Ribadeo; Galicia,larvae,unknown,NA,NA,NA,NA
GCF_027563465.1,NZ_JAPFQA010000001.1,50232-51236,51233-52888,46779-47762,47759-49207,NA,homBADC,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium qingshengii,SAMN31580696,PRJNA897817,"Portugal: Jales, Vila Pouca de Aguiar",NA,unknown,NA,41.46582,-7.586575,NA
GCF_026241575.1,NZ_JAPHPY010000009.1,61574-62305,59841-61577,57019-58011,55491-56951,54994-55392,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. Sgm 5,SAMN31633991,PRJNA898858,"Russia: Troitsa Bay, Sea of Japan",gonads male,unknown,NA,NA,NA,NA
GCF_026241895.1,NZ_JAPJIV010000021.1,29686-30387,30387-32093,33780-34766,34780-36222,29278-29652,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mandelii,SAMN31671170,PRJNA899865,USA: Rochester,swab of cloaca,unknown,NA,NA,NA,NA
GCF_027889715.1,NZ_JAPJZH010000005.1,52761-53393,51088-52764,50111-51088,48660-50111,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Hoeflea,Hoeflea poritis,SAMN31635191,PRJNA898873,China:Shenzhen,NA,unknown,NA,NA,NA,NA
GCF_026309355.1,NZ_JAPJZK010000001.1,1999891-2000613,1998146-1999891,1995322-1996341,1993856-1995316,1993339-1993773,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Zooshikellaceae,Spartinivicinus,Spartinivicinus marinus,SAMN31677767,PRJNA900042,China,NA,unknown,NA,36.42,120.92,NA
GCF_026310445.1,NZ_JAPJZX010000006.1,103653-104384,104381-106117,107930-108919,108989-110449,110525-110923,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN31756718,PRJNA902323,China:Shandong,hepatopancreas,unknown,NA,NA,NA,NA
GCF_027853795.1,NZ_JAPMUE010000047.1,13187-13834,11496-13190,10517-11491,9066-10517,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Parasedimentitalea,Parasedimentitalea psychrophila,SAMN31857479,PRJNA904907,China:South China Sea,sediment,environmental,sediment,NA,NA,NA
GCF_026898475.1,NZ_JAPNOV010000001.1,1227944-1228675,1228672-1230408,1232221-1233210,1233280-1234740,1234813-1235211,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,SAMN31769754,PRJNA902700,China:Shandong,hepatopancreas,unknown,NA,NA,NA,NA
GCF_030397615.1,NZ_JAPNXR010000002.1,95825-96562,96559-98361,100460-101455,101666-103126,103316-103714,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 14N.309.X.WAT.E.F5,SAMN31874744,PRJNA905473,USA: Massachusetts,NA,unknown,NA,42.41,-70.91,NA
GCF_027586975.1,NZ_JAPPTG010000006.1,311950-312681,310217-311953,307415-308404,305885-307345,305413-305811,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. ART SEL2,SAMN31235356,PRJNA885278,Greece: Evia,artemia live feed,unknown,NA,38.51106426,23.63073006,NA
GCF_027586995.1,NZ_JAPPTJ010000003.1,414511-415242,415253-416971,418771-419760,419843-421303,421382-421780,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. La 4.2.2,SAMN31235353,PRJNA885278,Greece: Larimna,artemia live feed,unknown,NA,38.56966097,23.28790968,NA
GCF_027587055.1,NZ_JAPPTK010000003.1,140482-141213,141210-142946,144787-145776,145857-147317,147384-147782,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. MarTm2,SAMN31235352,PRJNA885278,"Greece: Nafpaktos, Managouli",artemia live feed,unknown,NA,38.381018,21.9028,NA
GCF_027587075.1,NZ_JAPPTL010000005.1,145924-146655,144191-145927,141389-142378,139859-141319,139387-139785,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. 2art,SAMN31235351,PRJNA885278,"Greece: Crete, Gournes",artemia live feed,unknown,NA,35.33328239,25.28666897,NA
GCF_027587095.1,NZ_JAPPTN010000010.1,74787-75518,75515-77254,79086-80072,80140-81600,81695-82093,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. NFR,SAMN31235349,PRJNA885278,"Greece: Crete, Gournes",internal organs,unknown,NA,35.33328239,25.28666897,NA
GCF_027587135.1,NZ_JAPPTO010000020.1,101135-101866,99399-101138,96581-97567,95053-96513,94569-94967,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. MM46,SAMN31235348,PRJNA885278,Greece: Corinth,internal organs,unknown,NA,37.943191,22.925934,NA
GCF_027587155.1,NZ_JAPPTP010000001.1,311706-312437,312434-314170,315980-316969,317036-318496,318562-318960,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. T11.5,SAMN31235347,PRJNA885278,"Greece: Crete, Gournes",marine water,environmental,marine,35.33328239,25.28666897,NA
GCF_026797995.1,NZ_JAPQMQ010000004.1,132354-133085,133082-134818,136630-137619,137689-139149,139223-139621,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN31840780,PRJNA904348,Turkey:Istanbul,mucilage in the sea of marmara,environmental,marine,41.01361111,28.94944444,lat lon derived from geographic location name
GCF_026798045.1,NZ_JAPQMS010000008.1,73571-74302,74299-76065,77923-78909,79051-80541,80668-81084,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio scophthalmi,SAMN31840976,PRJNA904364,Turkey:Bandirma,mucilage in the sea of marmara,environmental,marine,40.35222222,27.97666667,lat lon derived from geographic location name
GCF_026798015.1,NZ_JAPQMT010000013.1,138596-139196,136867-138585,134077-135066,132534-133994,132057-132455,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mediterranei,SAMN31841003,PRJNA904367,Turkey:Bandirma,mucilage in the sea of marmara,environmental,marine,40.35222222,27.97666667,lat lon derived from geographic location name
GCF_026798135.1,NZ_JAPQMV010000006.1,89171-89902,89899-91629,93423-94412,94480-95940,96006-96404,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio caribbeanicus,SAMN31841129,PRJNA904370,Turkey:Bandirma,mucilage in the sea of marmara,environmental,marine,40.35222222,27.97666667,lat lon derived from geographic location name
GCF_026798155.1,NZ_JAPQMW010000051.1,35688-36312,33959-35677,31170-32159,29627-31087,29150-29548,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio barjaei,SAMN31841130,PRJNA904371,Turkey:Bandirma,mucilage in the sea of marmara,environmental,marine,40.35222222,27.97666667,lat lon derived from geographic location name
GCF_026847605.1,NZ_JAPSFD010000001.1,1018092-1018823,1018820-1020556,1022369-1023358,1023428-1024888,1024961-1025359,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,SAMN31919387,PRJNA906331,China:Shandong,visceral,unknown,NA,NA,NA,NA
GCF_026847595.1,NZ_JAPSFE010000001.1,1031971-1032702,1032699-1034435,1036248-1037237,1037307-1038767,1038840-1039238,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,SAMN31919702,PRJNA906337,China:Zhejiang,seawater,environmental,marine,NA,NA,NA
GCF_031180965.1,NZ_JAPSLH010000002.1,101966-102703,100254-101969,102700-103683,97778-99229,NA,homCABD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp.,SAMN31836358,PRJNA889009,China:Xinjiang,rhizosphere soil culture m59,environmental,soil,44.89,86.31,NA
